h;x;y;pressure;temperature;Q;An;Bi;CPx;Ol;Amf;OPx;Alb;Ort;Gr
2;295;50,4;0,0518;28,65;0,000865323;0,002732882;0,191680456;0,003346993;0,706669957;0,007422593;0,000152219;0,085434983;0,001602629;9,20E-05
4;295;50,4;0,1036;53,2;0,001471495;2,00E-05;0,909129736;0,008483529;0,069419328;3,40E-05;0,00047817;0,010954867;4,62E-06;4,24E-06
6;295;50,4;0,1555;93,1;0,627202405;0,002463836;0,020697113;0,336158635;4,25E-05;2,62E-05;0,000185484;0,001541542;0,01158592;9,64E-05
2;293,01;50,38;0,0518;28,65;0,143705599;0,000368736;0,352310255;0,02295746;0,02762965;2,03E-05;0,02443547;0,024663206;1,85E-06;0,403907517
4;293,01;50,38;0,1036;53,2;0,043568032;0,001376635;0,019491235;0,001120103;0,000341273;0,761552585;0,00053511;0,000129228;0,000777517;0,171108283
6;293,01;50,38;0,1555;93,1;0,037068101;9,22E-05;0,325248607;0,000189772;0,128791208;0,000684229;0,000113057;0,000918297;0,491825622;0,015068868
2;291,02;50,36;0,0518;28,65;0,178423293;0,084062097;0,092777098;0,031640217;0,179907507;0,00355621;0,01240446;0,048137015;0,001251428;0,367840676
4;291,02;50,36;0,1036;53,2;0,009809237;0,019225352;2,97E-07;0,001059414;0,003233157;7,98E-05;0,001300972;0,003553421;0,961707633;3,08E-05
6;291,02;50,36;0,1555;93,1;0,17819182;0,140837426;0,000841284;0,081167006;0,000763954;0,008884557;0,000997861;0,353324966;0,026184376;0,20880675
2;289,03;50,34;0,0518;28,65;0,231264451;0,40682681;0,0110309;0,024293133;0,021864231;0,005962671;0,244943047;1,60E-05;0,040204993;0,013593814
4;289,03;50,34;0,1036;53,2;0,134918639;0,013129527;0,000830938;0,376682187;0,37198741;0,064242683;0,003167268;0,002404042;3,23E-05;0,032604964
6;289,03;50,34;0,1555;93,1;0,055994125;0,006654322;0,000399006;0,676209723;0,009681234;0,109990715;0,002001195;0,001014016;0,093662281;0,044393382
2;287,04;50,32;0,0518;28,65;0,002669141;0,000123597;0,00021353;0,001921846;0,891718449;0,044165424;0,044865625;0,00026876;0,002189601;0,011864027
4;287,04;50,32;0,1036;53,2;0,619096028;0,039686686;0,000585047;0,100898297;0,230226023;9,40E-05;0,001281151;0,000121981;0,000587137;0,007423604
6;287,04;50,32;0,1555;93,1;1,28E-05;0,004340496;1,69E-05;0,000181831;4,43E-06;0,000117213;2,24E-05;0,003468114;0,475274095;0,516561769
2;285,05;50,3;0,0518;28,65;0,024151747;0,001019274;0,024085453;0,160477129;1,10E-05;0,78883245;2,90E-06;0,000634011;0,00072859;5,75E-05
4;285,05;50,3;0,1036;53,2;0,572136855;7,16E-07;0,001701202;4,64E-05;0,011438369;1,73E-06;0,410412711;0,004040563;0,000220379;1,07E-06
6;285,05;50,3;0,1555;93,1;2,81E-05;0,020146852;0,000356905;0,905913262;0,01912347;0,002011989;0,00043236;7,58E-05;0,046296429;0,005614797
2;283,06;50,28;0,0518;28,65;2,72E-05;0,001465782;0,00044324;0,73050708;0,035218614;3,46E-05;0,078896699;4,51E-05;0,150050986;0,003310717
4;283,06;50,28;0,1036;53,2;5,20E-05;0,4206348;0,000638022;0,097736979;3,11E-05;0,002037208;0,000363726;0,006742421;0,000211023;0,471552694
6;283,06;50,28;0,1555;93,1;0,000563688;0,000549894;0,004891288;0,002888503;0,024149471;0,000677525;0,020692969;0,06873319;0,14326238;0,733591091
2;281,07;50,26;0,0518;28,65;0,002695215;0,00463122;0,091554884;0,00016615;0,052153499;0,181263227;0,351585763;0,308568333;0,000288938;0,007092771
4;281,07;50,26;0,1036;53,2;2,69E-06;2,62E-05;0,000129115;0,010783135;0,988556333;0,000290476;4,55E-06;1,64E-05;9,79E-05;9,31E-05
6;281,07;50,26;0,1555;93,1;0,014601708;0,139321226;0,08459893;0,080861139;0,005764145;0,216082173;0,00547322;0,003827139;0,421926625;0,027543696
2;279,08;50,24;0,0518;28,65;0,192844629;0,009303085;0,005460997;0,000955798;0,054221415;0,116957756;0,121932622;0,032758706;0,012118313;0,45344668
4;279,08;50,24;0,1036;53,2;0,000300332;4,44E-06;0,005438739;0,729885341;0,140323065;0,123456684;0,000153942;0,000360974;4,88E-05;2,77E-05
6;279,08;50,24;0,1555;93,1;0,184946299;0,002210738;0,257912667;0,000747999;0,004503627;0,011626969;0,459078254;0,005983925;0,050750362;0,022239162
2;277,09;50,22;0,0518;28,65;0,106652618;0,19008215;0,356293574;0,240787118;0,007304711;0,034973634;0,004835506;0,000200933;0,041317756;0,017551999
4;277,09;50,22;0,1036;53,2;0,001704542;0,000380682;0,010241822;0,003561283;0,006423723;0,924641512;8,10E-05;0,005685529;0,000160358;0,047119503
6;277,09;50,22;0,1555;93,1;4,94E-05;7,81E-06;0,022711433;0,00066323;0,001671165;0,000909289;0,925455491;6,55E-05;0,011317481;0,037149273
2;275,1;50,2;0,0518;28,65;1,44E-05;3,54E-05;3,67E-05;2,40E-05;1,04E-06;0,001174676;0,537849497;0,273740077;0,187054061;7,01E-05
4;275,1;50,2;0,1036;53,2;1,55E-05;0,216913085;0,00170023;0,626929722;0,002284796;0,000777452;0,019381719;1,04E-07;0,030569994;0,101427389
6;275,1;50,2;0,1555;93,1;0,000124192;6,69E-05;0,008988765;0,001970696;0,581107332;0,217614542;0,184002319;4,18E-05;0,001760231;0,004323237
2;273,11;50,18;0,0518;28,65;0,001126742;0,00051611;0,919171542;0,000901814;0,001978379;0,000963157;0,012957149;0,000390297;0,054031685;0,007963126
4;273,11;50,18;0,1036;53,2;0,063321045;3,20E-05;1,75E-05;0,060380006;0,00024159;0,490255741;0,001898505;0,338455475;0,009754337;0,035643742
6;273,11;50,18;0,1555;93,1;1,22E-07;0,003623558;0,0001023;6,88E-07;3,41E-06;8,98E-05;3,70E-08;0,996157163;2,27E-05;2,47E-07
2;271,12;50,16;0,0518;28,65;0,000445068;3,99E-06;0,580815281;0,38141429;0,00221787;2,34E-05;0,000253817;3,35E-05;0,033709106;0,001083661
4;271,12;50,16;0,1036;53,2;0,181558673;0,004641636;5,49E-06;0,000397275;0,074387828;0,006106569;0,000265968;0,002529725;0,728576059;0,001530775
6;271,12;50,16;0,1555;93,1;0,009768761;0,011180794;0,015810865;0,930943875;0,002695091;0,013884395;0,012878211;0,000221665;0,000623511;0,001992832
2;269,13;50,14;0,0518;28,65;0,03301947;0,291822653;0,006916019;0,054030178;0,000129607;0,000935222;0,049910828;7,60E-06;0,081944713;0,481283715
4;269,13;50,14;0,1036;53,2;0,767651573;0,022185956;0,094312853;0,016992968;0,002134;0,000288382;0,084615126;0,00436675;0,000674872;0,006777521
6;269,13;50,14;0,1555;93,1;0,665663363;0,001532317;0,012482221;0,005191863;0,003664353;0,283005926;0,006401002;0,004736977;0,010362637;0,00695934
2;267,14;50,12;0,0518;28,65;6,83E-06;0,989779811;0,001158053;0,007049285;9,87E-05;1,69E-07;0,00094526;1,04E-06;1,27E-06;0,000959543
4;267,14;50,12;0,1036;53,2;0,285730976;0,00028862;0,003421691;0,387461259;0,058605821;7,82E-06;5,70E-07;0,234266431;2,37E-06;0,030214444
6;267,14;50,12;0,1555;93,1;0,072025254;0,008491957;0,00799034;0,003734906;0,150885316;0,057151971;0,060512297;0,423718837;0,178965303;0,036523819
2;265,15;50,1;0,0518;28,65;0,003950633;0,00021127;0,991573531;9,39E-05;1,59E-05;0,004064178;3,14E-05;7,65E-06;5,29E-06;4,63E-05
4;265,15;50,1;0,1036;53,2;0,996400922;7,33E-07;5,13E-08;5,21E-08;0,000111354;3,00E-05;0,002645162;4,44E-08;2,66E-06;0,00080898
6;265,15;50,1;0,1555;93,1;0,000109769;6,70E-06;0,730582837;8,54E-05;0,000585773;1,63E-05;0,059197567;4,04E-06;0,20851854;0,000893077
2;263,16;50,08;0,0518;28,65;0,002703102;0,000235453;0,005473265;0,066607835;0,038829838;0,644462891;0,184547446;9,97E-05;0,056962313;7,81E-05
4;263,16;50,08;0,1036;53,2;0,031501789;0,00371006;0,086304369;6,22E-05;7,79E-05;0,064940509;0,001990451;0,324327071;0,48690238;0,000183252
6;263,16;50,08;0,1555;93,1;0,000184411;0,010272372;0,000353303;0,000359642;0,000448313;0,000182133;0,081940545;0,04382333;0,85969201;0,002743941
2;261,17;50,06;0,0518;28,65;0,316663142;0,00032096;0,000726686;0,085991116;0,263153911;0,055283073;0,000200954;0,003778283;0,262605342;0,011276533
4;261,17;50,06;0,1036;53,2;0,015423761;0,039493621;0,161310793;7,94E-05;0,023965326;0,00033134;0,119428831;0,022013649;2,45E-05;0,617928736
6;261,17;50,06;0,1555;93,1;0,000199639;0,875634116;3,47E-07;2,67E-06;0,082750936;0,0015075;3,24E-05;0,039789102;4,05E-05;4,27E-05
2;259,18;50,04;0,0518;28,65;2,19E-06;0,775005192;0,002091868;0,025320616;0,033410367;3,38E-05;0,019184857;0,003982673;0,080920084;0,06004838
4;259,18;50,04;0,1036;53,2;0,001278108;0,021407322;4,43E-05;0,001802029;0,863868049;0,004053977;0,005286533;0,099853037;0,000157685;0,002248953
6;259,18;50,04;0,1555;93,1;0,417242191;1,04E-05;3,09E-05;6,61E-06;0,361857061;0,02738709;0,002850693;3,02E-06;0,19047346;0,000138631
2;257,19;50,02;0,0518;28,65;0,005247013;0,000332728;2,04E-05;0,107178989;0,000887867;0,000386633;0,264024715;0,6170327;0,002953448;0,001935462
4;257,19;50,02;0,1036;53,2;0,000227172;0,106323872;6,62E-05;0,007508373;0,015867903;0,076957973;0,17726375;0,440309116;0,175455355;2,03E-05
6;257,19;50,02;0,1555;93,1;0,967007261;2,72E-05;1,48E-05;0,001879675;0,021510339;0,009105594;5,98E-05;1,83E-05;2,44E-05;0,000352625
2;255,2;50;0,0518;28,65;0,003926929;0,026995352;0,000932833;0,523417162;0,00015589;0,006469539;0,002882596;0,003060947;0,001984239;0,430174513
4;255,2;50;0,1036;53,2;0,010633794;0,000129107;0,018550982;0,010849236;2,35E-05;0,956386097;0,0033972;3,15E-06;2,58E-05;1,17E-06
6;255,2;50;0,1555;93,1;2,40E-08;0,655510547;0,020961048;7,38E-06;0,017354956;0,198583379;4,16E-05;0,072324805;0,035151056;6,52E-05
8;255,2;50;0,2076;146;0,029370857;0,02121006;0,004184479;0,014274823;0,000148354;0,000583877;0,008919643;0,914644356;0,006202224;0,000461326
2;253,21;49,98;0,0518;28,65;0,000597169;0,001807362;0,000580089;2,38E-06;0,017168789;0,009941713;0,386512488;0,301049042;0,002422904;0,279918069
4;253,21;49,98;0,1036;53,2;0,005397087;0,000257782;0,000271107;0,006697421;0,001009445;0,383686096;0,000618991;0,004734984;0,597020077;0,000307009
6;253,21;49,98;0,1555;93,1;0,085073065;0,008608021;0,002380389;0,0075323;0,100465178;0,612415862;0,000903011;0,000717962;0,007303457;0,174600756
8;253,21;49,98;0,2076;146;0,001360616;0,087926853;0,008816961;0,003279668;0,149496164;0,439248014;0,294939052;0,011665008;0,002873062;0,000394601
2;251,22;49,96;0,0518;28,65;9,16E-06;0,032852081;5,27E-08;0,881380259;0,003322202;9,63E-08;0,070339358;0,007515233;7,12E-07;0,004580848
4;251,22;49,96;0,1036;53,2;0,012464047;0,285348048;0,067253324;0,260868967;0,000595263;0,000300427;0,022348941;0,049559138;0,300947071;0,000314774
6;251,22;49,96;0,1555;93,1;8,71E-06;0,00016191;0,002919738;0,000610016;5,33E-05;4,05E-06;7,01E-05;0,746891368;2,19E-06;0,249278632
8;251,22;49,96;0,2076;146;0,000946308;0,001476365;0,000656122;0,001902229;0,732587079;0,003236397;0,018769969;0,00515272;0,215028106;0,020244705
2;249,23;49,94;0,0518;28,65;0,012169406;0,039059635;0,000932147;0,001285692;0,522636139;0,001313915;0,077158915;0,000453075;0,307242015;0,037749059
4;249,23;49,94;0,1036;53,2;0,036472983;0,185781991;0,084752379;0,670318322;0,002287561;0,005705498;0,002681855;0,004063282;0,000157323;0,007778805
6;249,23;49,94;0,1555;93,1;0,009404658;0,012958809;0,005441344;0,351777408;0,179095801;0,008779662;0,080822642;0,120393137;0,10227174;0,129054798
8;249,23;49,94;0,2076;146;0,428913225;0,516658197;0,000117629;0,031731971;0,001805114;0,017685471;5,81E-05;0,002426522;0,000598063;5,66E-06
10;249,23;49,94;0,2599;200;0,349394211;0,003378505;0,003028605;0,088551489;2,36E-05;1,21E-05;0,246285835;0,292414347;0,015480183;0,001431099
2;247,24;49,92;0,0518;28,65;0,000262052;0,036773491;5,15E-05;0,327899015;0,001673232;0,000166176;0,330656121;0,006008986;1,23E-05;0,29649713
4;247,24;49,92;0,1036;53,2;0,000903455;0,000290455;2,14E-05;0,976982087;8,02E-06;0,013373768;1,10E-06;0,007636572;0,000748363;3,48E-05
6;247,24;49,92;0,1555;93,1;0,004751952;0,001767151;0,565297238;0,129427579;0,031406106;0,055648014;0,007612388;0,196073698;0,00772016;0,000295714
8;247,24;49,92;0,2076;146;0,000842638;0,001314346;0,002391878;0,265725942;0,000110754;0,023467048;0,000179519;0,008608329;0,634654651;0,062704895
10;247,24;49,92;0,2599;200;0,05823298;0,858841456;0,002871944;7,63E-06;0,013758687;0,000764324;0,006539476;0,000823012;0,034047069;0,02411342
2;245,25;49,9;0,0518;28,65;0,404656976;0,19748397;0,012631631;0,014100522;0,293906321;1,10E-05;0,000420009;4,20E-05;0,001324452;0,075423104
4;245,25;49,9;0,1036;53,2;1,84E-05;9,72E-06;1,37E-07;5,09E-06;0,015662362;0,005262417;0,000116483;3,15E-06;5,21E-05;0,978870173
6;245,25;49,9;0,1555;93,1;5,88E-05;0,949841083;5,59E-05;0,000251671;0,002139885;0,0001302;3,85E-05;0,046734609;0,000628991;0,000120334
8;245,25;49,9;0,2076;146;7,58E-06;0,020734598;0,000192834;2,18E-05;2,02E-05;0,001865544;0,934757102;0,042067405;0,000332774;1,54E-07
10;245,25;49,9;0,2599;200;0,052659114;0,064587509;0,000306604;0,259103961;0,000845349;0,024193968;0,003426836;0,571479156;0,022540382;0,000857121
2;243,26;49,88;0,0518;28,65;0,001442861;0,002316275;0,00639132;0,005096242;0,038328448;0,001702709;0,520057402;0,33523088;0,081013417;0,008420447
4;243,26;49,88;0,1036;53,2;0,003642702;0,006973206;0,008521072;0,000366635;0,204588682;0,002976509;0,130388841;0,001812899;0,006119406;0,634610047
6;243,26;49,88;0,1555;93,1;4,45E-05;0,000826565;0,198897561;0,001429556;0,00026827;0,78795523;0,000397805;0,00115584;0,001478593;0,007546123
8;243,26;49,88;0,2076;146;0,052491049;0,00118438;0,129370752;0,01694243;0,063811205;2,82E-05;0,000106536;0,003284172;0,732595228;0,000186024
10;243,26;49,88;0,2599;200;0,012482743;0,008712413;3,29E-05;0,008159442;3,60E-05;0,653250232;0,268449722;0,026586254;0,004056841;0,018233491
2;241,27;49,86;0,0518;28,65;0,000205298;0,154399113;0,016578722;0,000159298;0,000122331;0,001023563;0,661252448;0,163011706;0,000675895;0,002571626
4;241,27;49,86;0,1036;53,2;0,016591041;0,187267678;0,00050287;0,00013994;0,063712309;0,0042811;5,42E-05;0,26687475;0,155829025;0,304747091
6;241,27;49,86;0,1555;93,1;0,86817213;0,000304079;0,025141921;3,42E-05;0,008476803;0,095783294;0,001486049;1,78E-05;5,85E-05;0,000525226
8;241,27;49,86;0,2076;146;2,58E-05;0,002759221;0,199502772;0,09055012;0,000939107;0,001121126;5,64E-05;0,704957218;7,34E-05;1,48E-05
10;241,27;49,86;0,2599;200;8,29E-08;6,34E-05;2,02E-07;2,43E-07;0,996623103;0,000163651;5,06E-05;1,20E-05;0,003043873;4,29E-05
12;241,27;49,86;0,3124;245,04;0,000138589;0,015337867;0,021797395;0,108152563;0,019178142;0,025129563;0,379204861;0,266168481;0,121168516;0,043724025
2;239,28;49,84;0,0518;28,65;0,003351742;0,08843313;3,28E-05;0,178007427;0,667181783;0,026204887;0,022754178;0,009959873;0,000618939;0,003455293
4;239,28;49,84;0,1036;53,2;0,001624826;0,000171918;0,021329086;0,000214119;0,386767417;0,585572807;0,003163982;0,00114285;1,84E-06;1,12E-05
6;239,28;49,84;0,1555;93,1;0,000243827;0,026436305;0,006000392;7,69E-05;6,48E-05;0,535397136;0,154673151;0,092269194;0,176240794;0,008597468
8;239,28;49,84;0,2076;146;0,140717797;0,000848441;0,649936245;0,010843073;0,006302188;0,110224982;0,024928921;0,044496787;0,00461669;0,007084875
10;239,28;49,84;0,2599;200;0,082134261;0,105953662;0,014106175;0,145844921;0,010545061;0,001018499;0,365975541;0,075788854;0,193478913;0,005154114
12;239,28;49,84;0,3124;245,04;0,16786546;0,00748242;0,001572819;0,002560243;0,002587724;0,724481277;0,005965502;0,000153664;0,086824468;0,000506422
2;237,29;49,82;0,0518;28,65;0,034226873;0,023744877;0,003341774;0,010930862;0,456739482;0,419095688;0,036794256;0,001562997;0,012420339;0,001142853
4;237,29;49,82;0,1036;53,2;0,013662234;3,47E-07;0,716223945;1,20E-05;0,000349201;0,001388529;1,46E-06;0,086285277;0,18207348;3,51E-06
6;237,29;49,82;0,1555;93,1;0,329365661;4,13E-05;5,67E-06;0,652386577;2,22E-05;0,000723854;0,005587198;1,37E-05;1,10E-05;0,011842831
8;237,29;49,82;0,2076;146;0,03404198;0,046917659;0,512327097;0,222850131;0,175350565;8,95E-05;0,000154761;3,96E-05;0,003495859;0,004732825
10;237,29;49,82;0,2599;200;0,003813891;0,00048;0,00043576;5,67E-05;0,68603879;0,054286551;0,07694716;0,174799297;0,002814089;0,000327736
12;237,29;49,82;0,3124;245,04;0,040418832;0,488757548;9,71E-06;0,000188056;9,48E-07;0,002461609;0,438156328;1,56E-05;0,027258027;0,002733312
2;235,3;49,8;0,0518;28,65;0,002397574;0,001626079;0,081697335;0,002064545;0,000744815;0,318878593;0,051832654;0,215126713;0,297914395;0,027717297
4;235,3;49,8;0,1036;53,2;0,241671939;0,200199349;0,037326151;0,000850657;0,265381307;0,023183635;0,002379055;0,061252351;0,000480992;0,167274564
6;235,3;49,8;0,1555;93,1;0,077463174;0,035738898;0,09250174;0,018408116;0,003196527;0,125816955;0,136049506;0,072900199;0,002681806;0,435243078
8;235,3;49,8;0,2076;146;0,501502722;0,086899719;0,021412632;0,000513694;0,001859789;0,168529298;0,000852279;0,173341047;0,003000487;0,042088332
10;235,3;49,8;0,2599;200;0,001636422;0,064157463;0,027705044;0,005535056;0,120271768;0,113741857;0,010577797;0,147755452;0,279639495;0,228979647
12;235,3;49,8;0,3124;245,04;0,003186302;0,003370485;0,000112442;0,029696158;0,013394945;0,000464258;0,093119012;0,030590028;0,825741653;0,000324717
2;233,31;49,78;0,0518;28,65;0,000353334;0,001439112;2,27E-06;4,72E-06;0,000857161;0,977887177;0,013210919;0,006226519;4,52E-06;1,43E-05
4;233,31;49,78;0,1036;53,2;0,674254156;1,11E-05;0,000916395;0,065110581;0,244507643;0,011552453;0,000921024;0,000193383;0,00015738;0,002375915
6;233,31;49,78;0,1555;93,1;0,003707107;0,155387784;0,586555348;0,000799457;0,023192476;0,000201271;0,020269486;0,002211445;0,202397195;0,005278431
8;233,31;49,78;0,2076;146;0,003676576;9,32E-05;2,47E-05;0,025725628;0,005653554;0,953968306;6,45E-05;1,95E-05;9,70E-06;0,010764286
10;233,31;49,78;0,2599;200;0,0008899;0,007385464;0,003108203;0,040445875;0,007021994;3,77E-05;0,001228457;0,023777972;0,916078572;2,59E-05
12;233,31;49,78;0,3124;245,04;0,071273273;0,000211617;0,017685882;0,010744553;0,003615565;0,66557437;0,123530357;0,028893136;0,075744964;0,002726283
2;231,32;49,76;0,0518;28,65;0,060332136;3,52E-07;0,119250384;0,000155494;0,020276221;0,037464662;0,143821698;0,606767474;8,55E-07;0,011930723
4;231,32;49,76;0,1036;53,2;0,320984205;0,000355133;3,60E-05;0,403043825;0,013815426;4,39E-06;0,000191558;0,01062328;0,201441813;0,049504407
6;231,32;49,76;0,1555;93,1;0,272514328;0,056782193;0,000292726;0,556928141;0,02110563;0,005617857;0,064912089;0,005228981;0,016408991;0,000209063
8;231,32;49,76;0,2076;146;0,533836502;0,02623076;0,002932154;0,175367782;0,120083705;0,001406001;0,000184955;0,134472024;0,004023783;0,001462336
10;231,32;49,76;0,2599;200;0,000114219;0,208978321;0,458407144;0,30489738;0,000432977;1,87E-05;1,19E-05;0,000270845;0,000763909;0,02610453
12;231,32;49,76;0,3124;245,04;0,004919931;0,077791366;0,02787474;0,003135553;0,003969166;0,003269945;0,851579578;0,006739087;0,005051102;0,015669532
2;229,33;49,74;0,0518;28,65;0,790902816;0,000242222;9,55E-05;0,000144928;0,034022181;0,010499217;2,00E-05;0,000733298;0,006832495;0,15650732
4;229,33;49,74;0,1036;53,2;0,002350417;0,004000098;0,021456818;0,000917685;0,132182867;0,028032765;0,013853375;0,004225341;0,789807417;0,003173215
6;229,33;49,74;0,1555;93,1;0,109675111;0,02312208;0,001406573;0,045494522;0,028175607;0,13175024;0,344808698;0,000375196;0,013578241;0,301613733
8;229,33;49,74;0,2076;146;6,91E-05;2,88E-06;0,000141217;0,317862771;0,237931397;0,416392217;0,000590692;3,18E-07;0,025423897;0,0015855
10;229,33;49,74;0,2599;200;0,007449268;0,001388433;0,005128951;2,88E-05;0,204031717;0,002486469;0,088970076;0,013239681;0,000711014;0,676565572
12;229,33;49,74;0,3124;245,04;0,000190883;6,43E-05;3,88E-06;1,42E-05;0,019815637;0,927009673;0,046746;9,15E-06;0,000968183;0,00517807
2;227,34;49,72;0,0518;28,65;0,020601793;0,022689998;0,00172869;0,000277505;0,097611343;0,431532632;0,391533982;0,000328904;0,032962587;0,000732565
4;227,34;49,72;0,1036;53,2;0,008357468;0,491230569;0,44937909;4,20E-05;0,025800788;0,000111864;0,009479812;0,00242891;3,95E-05;0,013130063
6;227,34;49,72;0,1555;93,1;0,001965171;0,03505126;0,031428734;0,009916822;2,99E-05;0,038353349;0,003188602;0,003601344;0,012029831;0,86443501
8;227,34;49,72;0,2076;146;9,06E-06;0,000960162;0,001307636;0,025731143;0,524666935;0,37574533;0,071530362;1,19E-05;5,02E-06;3,25E-05
10;227,34;49,72;0,2599;200;0,001104102;7,15E-05;0,000896863;0,002429282;0,383893099;0,007251627;0,450137682;3,11E-06;0,153807979;0,000404726
12;227,34;49,72;0,3124;245,04;0,000277945;0,175557731;0,000195598;0,301926906;0,041396081;7,92E-05;0,000201845;0,000246678;0,455864368;0,024253665
2;225,35;49,7;0,0518;28,65;0,078450458;0,134370562;1,83E-05;0,00043872;0,004462338;0,002850417;0,00745491;6,66E-05;0,771877433;1,02E-05
4;225,35;49,7;0,1036;53,2;0,00497014;0,381873227;0,338887992;0,013227256;0,02433903;0,015783838;0,010603925;0,073429753;0,008861473;0,128023366
6;225,35;49,7;0,1555;93,1;0,000225885;0,057330725;0,002407039;0,253753267;0,002671633;0,034017994;0,000619849;2,97E-05;0,520792303;0,1281516
8;225,35;49,7;0,2076;146;0,381944709;0,393991598;0,008837405;0,00615926;0,015264832;0,013523902;0,09880256;0,02740614;0,033125526;0,020944069
10;225,35;49,7;0,2599;200;0,003038559;0,049826788;9,61E-05;0,354968953;0,01153563;0,431835087;0,002186548;0,048101404;0,098290971;0,000119983
12;225,35;49,7;0,3124;245,04;0,02347906;0,002894296;1,61E-05;0,090281237;0,555194189;0,080798713;0,036605697;0,006062644;0,204663274;4,78E-06
2;223,36;49,68;0,0518;28,65;0,057367424;0,60546548;0,054875051;0,009247679;0,002694;0,004465859;0,056220671;0,007260809;0,001048805;0,201354222
4;223,36;49,68;0,1036;53,2;0,000379343;0,015793045;9,30E-07;1,75E-06;0,208772529;0,762468541;0,012558814;4,54E-06;1,76E-05;2,87E-06
6;223,36;49,68;0,1555;93,1;9,76E-06;6,73E-09;1,89E-08;2,37E-06;3,81E-08;0,938694874;0,004618677;0,010939315;0,00120478;0,044530153
8;223,36;49,68;0,2076;146;0,005333645;0,055772485;0,11677248;0,037815108;0,085187593;0,002497172;0,496947494;0,004972734;0,187462755;0,007238534
10;223,36;49,68;0,2599;200;0,000495201;2,05E-05;3,55E-06;0,00084041;0,892419699;0,058020781;1,69E-06;3,32E-06;7,50E-06;0,048187344
12;223,36;49,68;0,3124;245,04;0,000346996;0,001012954;0,000254616;0,7829755;0,002779391;0,000181663;0,15110591;0,000175562;0,048099683;0,013067725
2;221,37;49,66;0,0518;28,65;0,000501511;0,420686243;0,000449823;0,110570958;0,40422647;0,000296845;0,001196627;0,037151767;2,05E-06;0,024917708
4;221,37;49,66;0,1036;53,2;0,654206146;0,011505915;0,039051978;0,000280465;0,141654862;0,139448866;0,00608701;0,003511158;0,004190173;6,34E-05
6;221,37;49,66;0,1555;93,1;3,57E-06;0,449465288;2,51E-05;9,59E-06;0,300867158;0,231267007;0,002096931;3,75E-05;0,001082791;0,015145089
8;221,37;49,66;0,2076;146;0,000132466;0,118319682;0,006536613;0,030242176;0,034161132;0,012146669;0,002390785;0,000730161;0,103582801;0,691757515
10;221,37;49,66;0,2599;200;0,001227608;7,20E-05;0,000292533;0,039871002;0,000657005;0,007883485;0,279831946;0,057747293;0,611484473;0,00093263
12;221,37;49,66;0,3124;245,04;0,018082547;0,08619074;0,134644097;0,00012779;0,001077124;0,003326868;0,387658337;0,279889301;0,001758448;0,087244748
2;219,38;49,64;0,0518;28,65;0,119537141;0,024036444;0,360251811;0,065863607;0,0050171;0,005858785;0,267373279;0,016477839;0,005586573;0,129997422
4;219,38;49,64;0,1036;53,2;0,047140242;0,002986721;0,060193441;0,000313528;0,002207273;0,000432574;0,886147432;8,63E-05;0,000126971;0,000365521
6;219,38;49,64;0,1555;93,1;0,006515951;0,134530758;0,102827148;4,94E-05;0,016605815;0,00017242;0,562073759;0,008271638;2,84E-06;0,168950271
8;219,38;49,64;0,2076;146;0,160022833;0,143668628;0,103618141;0,257160243;0,006528859;0,003979638;0,072974678;0,008463462;0,144921357;0,098662161
10;219,38;49,64;0,2599;200;0,058960125;8,35E-05;5,44E-05;0,349111987;0,476843838;3,19E-05;0,005425515;0,001534719;1,77E-05;0,107936408
12;219,38;49,64;0,3124;245,04;0,038417062;4,41E-06;0,083007505;0,495979121;0,016195853;0,227318268;0,126136779;0,012483634;0,000449667;7,71E-06
2;217,39;49,62;0,0518;28,65;0,004179112;0,000108041;0,000202295;0,001448939;0,000467726;0,005979244;0,903292117;0,000373633;0,083892319;5,66E-05
4;217,39;49,62;0,1036;53,2;8,29E-05;0,522785191;3,87E-05;0,00146984;0,029467878;0,009448719;0,146556676;0,289646998;3,02E-05;0,00047298
6;217,39;49,62;0,1555;93,1;0,000114058;0,370607309;0,001720302;9,03E-05;0,002941826;0,001046391;0,577732243;0,011655216;0,003118694;0,03097366
8;217,39;49,62;0,2076;146;0,015264678;0,148956044;0,000856242;0,635065636;0,000535271;0,009797121;0,017158624;0,089489846;0,000396878;0,082479661
10;217,39;49,62;0,2599;200;0,000217445;0,163063404;0,036749263;0,002452824;0,033158019;0,00326607;0,007217038;0,386813952;0,250147392;0,116914592
12;217,39;49,62;0,3124;245,04;0,196960948;0,00014;0,001734588;0,066231982;4,45E-05;0,000131304;0,003597793;0,020672703;0,710197256;0,000288915
