h x y Vpinput Vpoutput Vs Ro Q An Bi CPx Ol Amf OPx Alb Ort Gr Sio2 tiO2 al2O3 fe2O3 feO mnO mgO caO na2O k2O h2O
8 117.27 87.93 7.0 6.96510083710732 4.0042417815200855 3.2631706428372245 3.3402745050872705e-05 0.012053810865995091 0.023805453827293294 0.8375088673175357 0.0019984100456393087 0.0018899959174730242 0.0028611802303019377 0.06534831964696612 9.40331495816198e-06 0.05449115608878648 50.59703043876966 0.42112896774039477 4.906690070880593 2.2520142397665683 9.511459032280134 0.40964310579344454 10.779927094867553 18.502082580332225 1.2906179138746259 0.30125861785702135 0.1990626663366657 
2 117.63 85.97 6.4 6.354610828819266 3.6474551241673927 3.168639165307306 8.340442115121181e-07 1.3014559223892648e-08 0.007875113386459721 0.003566201899666016 0.85091889260625 1.633738125906984e-05 4.187105994338014e-08 5.020208702247095e-06 0.13761753391915832 1.1668673970291853e-08 42.817506456886086 0.07959277754054549 3.0539807205570786 0.9369637475884607 13.020206421515342 0.4039267615565495 37.36208399248429 0.47939097766095523 0.5093610405386503 16.932745051796246 0.2175408319832142 
6 117.63 85.97 6.7 6.819175943793986 3.724777789826953 2.872619279846516 0.00074764578889585 0.3990925828145544 0.0004101844604429289 0.2805235717185799 0.0025779990589863784 4.919061683344547e-05 0.00018391807332522698 0.00040458892333681374 0.2997229348606502 0.016287383684394856 51.93666979004964 0.1317905416496346 20.835670407286692 0.9464790393166178 3.05387859001271 0.13152058411607206 3.6552451517444453 13.685364188295909 1.3270409047259615 36.73179443975679 0.33720695082307284 
0 117.63 85.97 6.78 6.891570183995624 3.824065071968147 3.0774301728607 0.009750011622324034 0.37870847527950396 0.00014912911995744498 0.6031503811845198 0.001795748825374294 0.0021019452527334154 0.0012774780131243676 3.982155827066601e-05 0.0028871750686058897 0.00013983407558612306 48.70601633335477 0.254142520083952 14.753849723577034 1.5357047748151529 5.647904921240008 0.20750177295986344 7.498296971306894 19.827613665711006 0.6239103035584128 0.44968530956609604 0.2686895737964833 
4 118.37 82.03 6.1 5.96449779935429 3.4896400181938376 3.3202264142668074 0.0023198883499322945 0.0037712174702505077 0.0007343807491621328 0.7596925273480032 0.04138010490339916 0.0015010017468009627 0.17264083921291973 0.0045295979446065004 0.011787724440778111 0.001642717834147415 50.16987317942657 0.3529052352094878 2.3718175621175117 2.333793739124084 12.718631375214995 0.3689986632431098 13.746840836330223 16.330287644622512 0.6126333263344849 1.5348810889568407 0.16588418681258588 
6 118.73 80.07 6.7 6.564445912569402 3.751052044830611 3.209494399148124 0.0073988182164480155 0.13355113501799573 0.006042696600870223 0.012396172970506335 0.5664771850954099 0.09425956408017833 0.1544791794706666 0.007136405450032703 0.016230046482095365 0.002028796615796762 43.27920729872387 0.21202635283439394 6.738222990974893 1.5820762935127783 14.426738834400117 0.38164005360153624 28.301121462973853 4.158675811850712 0.4501978500539717 2.1611475514146 0.509666191293608 
2 118.73 80.07 6.84 6.704332493476631 3.8047578728665283 2.971735230593619 0.244937308681764 0.4512434062591201 0.0005403505850339092 0.0007346213190107154 0.005020326226883056 0.02047793304717976 0.27162799242908314 0.0020351489655020144 0.001980395647151888 0.001402516839271443 59.283681536976204 0.10400000024347826 16.734570408620392 1.1746897383013155 8.309152224611218 0.14847069858663453 4.684615852702696 8.934535401406219 0.37874485461479057 0.3488240515681779 0.37097291886028555 
2 119.1 78.1 6.25 6.3369522923128105 3.6663754877928234 3.263167538950142 0.009663741717757414 0.004653373480157193 0.005540572166856383 0.68387934581463 0.023643246762061074 0.11783756825465892 0.08302236556556429 0.004274117621847278 0.036577371767842926 0.030908296848624586 50.17543710372345 0.4607774003959895 4.40684686849461 2.4716399437044014 11.265454135490153 0.38498490114846046 11.916531827573579 16.187440258244933 0.8043274716147295 4.6690638082511295 0.48383618864687 
5 119.1 78.1 6.1 6.075584820316916 3.297617596883159 2.8560581997114642 5.339868534637072e-07 0.35141408436892696 1.704951202093491e-07 0.0003580887454784569 8.787031883032469e-08 0.45411873287673643 0.00030966102014709214 0.1931464296726505 9.030715756274971e-07 0.0006513078921924302 49.32424127518317 0.5509781629295378 21.041140555364933 2.0377482596603325 5.320150938530201 0.14051322333768956 4.381059920414442 11.495160879060462 3.044414781929125 0.427200370310477 1.5462210033650967 
8 119.47 76.13 6.98 6.885069700434872 3.8432989560895616 2.912907081205644 0.0009059425701748404 0.01648485928685849 0.0014083924431470428 0.19200504668135226 0.09883680159135699 0.02876547853455019 0.0017167753120571503 0.0005766622113152644 0.5758793031559922 0.08342073821319552 56.02155667917813 0.15378837697587058 14.046786508903644 1.1468097546001903 5.70010455419839 0.2958203929196687 7.303408237833272 5.804668868411461 1.9438135598982664 70.49208683916758 0.3457248266702201 
